"fecha","shortCode","url","views","plays","likes","comentarios","duracion_seg","caption"
"2026-02-08","DUguL00lI1O","https://www.instagram.com/p/DUguL00lI1O/","4407","29306","478","7","65.8","❌ El orden no es teoría. Son reglas que no se negocian. ❌  En este video comparto mis reglas personales para mantener orden en la vida. No como dogmas universales ni frases bonitas, sino como principios prácticos que me han permitido sostener enfoque, disciplina y claridad en medio del ruido.  El orden no aparece por motivación ni por inspiración. Aparece cuando decides poner límites claros: a tu tiempo, a tus hábitos, a las personas y a tus impulsos. Estas reglas existen para reducir fricción mental y eliminar decisiones innecesarias que drenan energía.  Hablo de por qué el orden empieza por lo básico: sueño, cuerpo, rutina y entorno. De cómo decirle no a ciertas cosas —aunque sean socialmente aceptadas— es una forma directa de decirte sí a ti. Y de por qué la consistencia vale más que la intensidad.  Estas reglas no buscan rigidez por ego, buscan coherencia. Coherencia entre lo que dices que quieres y la vida que realmente estás construyendo día a día. Porque sin orden interno, cualquier meta externa termina siendo caótica.  Este video no es inspiración momentánea. Es un mapa simple para vivir con menos ruido, más intención y estándares más altos.  #orden #disciplina #filosofiadevida #habitos #despiertospodcast"
"2026-02-07","DUeJYSqjJjA","https://www.instagram.com/p/DUeJYSqjJjA/","5676","35933","831","11","56.3","❌ Si ya sabes lo que tienes que hacer, deja de cuestionarlo. ❌  Este video es un consejo directo para los sobrepensadores. Para quienes convierten cada decisión en un debate interno infinito y usan el análisis como una forma elegante de postergar. La verdad es más simple de lo que parece: casi siempre ya sabes lo que tienes que hacer para tu bien.  No necesitas otra señal, otro video ni otra confirmación externa. Sabes cuándo tienes que entrenar, dormir mejor, cortar una relación, dejar un hábito o sentarte a trabajar. El problema no es falta de información, es exceso de duda.  Cuestionar todo no siempre es inteligencia. A veces es miedo disfrazado de profundidad. El sobreanálisis te mantiene ocupado mentalmente, pero inmóvil en la realidad. Y mientras más piensas, más te alejas de la acción que sabes que te conviene.  Este video no invita a actuar sin pensar, sino a dejar de sabotearte cuando la respuesta ya está clara. Pensar es útil antes. Después, estorba. Cuando algo es evidente para tu bienestar, lo correcto no es debatirlo, es hacerlo.  Si tu mente no se calla, deja que tu cuerpo avance. La claridad muchas veces llega después de la acción, no antes.  #sobrepensar #disciplina #claridadmental #habitos #despiertospodcast"
"2026-02-06","DUZUzkbCS-P","https://www.instagram.com/p/DUZUzkbCS-P/","5731","28008","442","3","68.3","Sobre ir entendiéndote, #inconformez"
"2026-02-05","DUYb-NUkfjt","https://www.instagram.com/p/DUYb-NUkfjt/","6199","30289","434","19","151.0","“¿Por qué estás tan serio?” ….  #politica #capitalismo #religión"
"2026-02-04","DUWbEaPkcXR","https://www.instagram.com/p/DUWbEaPkcXR/","3250","22993","229","5","48.4","❌ La historia humana es la tensión eterna entre el caos y el orden. ❌  En este video recorro la historia del orden y el caos como fuerzas que han moldeado civilizaciones, religiones, filosofías y formas de vida. Desde los mitos antiguos hasta el pensamiento moderno, estas dos fuerzas no se oponen: se necesitan.  El caos aparece como origen, ruptura y posibilidad. Es el territorio de lo desconocido, donde nacen las ideas y los cambios. El orden surge como estructura, ley y dirección. Es lo que permite que una sociedad, una cultura o una persona no colapse. Cuando uno domina por completo, la historia se rompe: demasiado caos lleva a destrucción; demasiado orden lleva a tiranía y estancamiento.  Este video conecta esa tensión histórica con la vida personal. Las mismas fuerzas que levantan y derrumban imperios operan en tus hábitos, tu disciplina y tus decisiones diarias. Entenderlas no es solo cultura general; es aprender a leer patrones que se repiten una y otra vez.  La historia demuestra algo incómodo: el progreso real no ocurre eliminando el caos ni absolutizando el orden, sino aprendiendo a navegar entre ambos. Esa comprensión es la base de la disciplina, del liderazgo y de una vida con dirección.  #ordenycaos #filosofiadevida #historia #disciplina #despiertospodcast"
"2026-02-03","DUT2S8TEqSR","https://www.instagram.com/p/DUT2S8TEqSR/","5524","35183","452","1","82.6","❌ Es una pena morir sin conocer de lo que tu cuerpo era capaz.❌  En este video hablo de una de las frases más poderosas atribuidas a Sócrates: la idea de que es una tragedia llegar al final de la vida sin haber conocido la belleza y el potencial del cuerpo humano cuando se trabaja y se disciplina.  No se trata de vanidad ni de estética superficial. Se trata de respeto. De entender que el cuerpo no es un accesorio, es el vehículo con el que experimentas la vida. Ignorarlo, descuidarlo o abandonarlo es renunciar a una parte fundamental de tu potencial como ser humano.  Trabajar el cuerpo no es solo levantar peso o verse mejor. Es aprender límites, constancia, incomodidad y dominio propio. Es descubrir de qué estás hecho cuando dejas de huir del esfuerzo. Ahí el cuerpo se vuelve maestro del carácter.  Este video conecta esa idea antigua con la vida moderna: comodidad extrema, sedentarismo y una desconexión profunda entre mente y cuerpo. No conocer tu fuerza física es, muchas veces, no conocer tu fortaleza mental.  Sócrates no hablaba de músculos por ego. Hablaba de no desperdiciar el regalo de estar vivo. De no pasar por el mundo sin explorar lo que podías llegar a ser.  #filosofiadevida #disciplina #cuerpoymente #crecimientopersonal #despiertospodcast"
"2026-02-03","DURodS8EWNj","https://www.instagram.com/p/DURodS8EWNj/","4911","31806","288","3","94.9","❌ Mi primera crisis existencial llegó a los 15 años. ❌  En este video hablo de la primera vez que la realidad me golpeó de frente. Tenía 15 años cuando a un amigo cercano le detectaron un tumor en la cabeza. De pronto, la idea de que “todo va a estar bien” dejó de ser automática.  A esa edad crees que la vida es larga, que la muerte es lejana y que las cosas malas solo les pasan a otros. Pero cuando alguien de tu edad enfrenta algo así, el mundo se quiebra. Empiezas a preguntarte cosas que no tienen respuestas fáciles: por qué a él, por qué tan joven, qué tan frágil es realmente todo.  Esa experiencia fue mi primera crisis existencial. El momento en el que entendí que nada está garantizado y que el tiempo no es infinito. No desde el drama, sino desde la conciencia. Algo se rompió, pero también algo despertó.  Este video no habla solo de enfermedad o miedo, habla del inicio de una mirada distinta sobre la vida. De cómo el dolor temprano puede convertirse en una semilla de profundidad, propósito y preguntas reales.  A veces no elegimos cuándo despertar. La vida simplemente nos empuja. Y si sabes escuchar, incluso los momentos más duros pueden marcar el inicio de algo más verdadero.  #despiertospodcast #crisisexistencial #conciencia #historiapersonal #proposito"
"2026-01-31","DUL3C6cCWeu","https://www.instagram.com/p/DUL3C6cCWeu/","15984","69107","1081","18","76.5","Ese momento donde lo ves todo negro… @leo_cavz #inconformez"
"2026-01-30","DUJuk_vAWfe","https://www.instagram.com/p/DUJuk_vAWfe/","5485","34151","580","7","58.1","❌ ¿Qué pasa cuando la disciplina deja de ser difícil? ❌  En este video hablo de una verdad poco glamorosa: llega un punto en el que ser disciplinado ya no duele. Ya no requiere fuerza de voluntad constante ni batallas internas épicas. Simplemente se vuelve normal.  Cuando la disciplina es fácil, no es porque seas especial, es porque construiste estructura. Hábitos claros, decisiones automatizadas y un entorno que deja de sabotearte. Ahí es donde la mayoría se confunde: creen que “ya no están creciendo” porque no están sufriendo.  Pero el crecimiento real se vuelve silencioso. Haces lo que toca sin drama. Entrenas sin negociar. Trabajas sin pelear contigo mismo. Y justo ahí es donde empiezas a avanzar más rápido que nunca.  Este video explica por qué cuando la disciplina se vuelve fácil, el verdadero reto cambia. Ya no es resistir, es elevar el estándar. Buscar retos más grandes, responsabilidades más pesadas y un propósito más profundo.  La disciplina fácil no es el final del camino. Es la base para jugar en ligas mayores.  #disciplina #habitos #filosofiadevida #monkmode #despiertospodcast"
"2026-01-30","DUJjCWPgdCk","https://www.instagram.com/p/DUJjCWPgdCk/","2930","23107","236","4","65.1","❌ A veces, el caos no es el problema. Es la solución. ❌  En este video hablo de por qué el caos, en ciertos momentos, no solo es inevitable, sino conveniente. Vivimos obsesionados con el control, el orden y la estabilidad, pero olvidamos que muchas de las transformaciones reales nacen cuando algo se rompe.  El caos es incómodo porque expone lo que ya no funciona. Rompe rutinas falsas, identidades prestadas y estructuras que solo se sostenían por inercia. Sin caos no hay cuestionamiento, y sin cuestionamiento no hay evolución.  Eso no significa glorificar la destrucción ni vivir permanentemente en desorden. El caos tiene una función: abrir espacio. Mostrar grietas. Sacarte de una zona cómoda que ya se volvió cárcel. El error es quedarse ahí demasiado tiempo.  Este video explica cómo usar el caos como herramienta y no como excusa. Cómo atravesarlo con conciencia para descubrir nuevas posibilidades y luego imponer orden con acciones diarias, disciplina y dirección.  A veces, el caos no llega para arruinar tu vida, sino para obligarte a reconstruirla mejor. La clave no es evitarlo a toda costa, sino saber cuándo dejarlo entrar y cuándo cerrarle la puerta.  #ordenycaos #filosofiadevida #conciencia #crecimientopersonal #despiertospodcast"
"2026-01-29","DUG-Sb3ERwK","https://www.instagram.com/p/DUG-Sb3ERwK/","3157","23902","245","2","64.5","❌ El universo se rige por dos fuerzas: orden y caos. ❌  En este video hablo de las dos reglas fundamentales que gobiernan la realidad: el orden y el caos. No como ideas abstractas, sino como fuerzas presentes en la naturaleza, en la historia y en la vida cotidiana de cada persona.  El caos es expansión, ruptura y posibilidad. Es donde nacen las ideas, los cambios y las transformaciones. Pero sin orden, el caos destruye. Se vuelve ruido, exceso y desintegración. El orden, en cambio, es estructura, límite y dirección. Es lo que permite que algo crezca sin colapsar.  El problema aparece cuando nos vamos a los extremos. Demasiado caos lleva a la autodestrucción. Demasiado orden lleva a la rigidez, al estancamiento y a la muerte simbólica. La vida no se trata de eliminar uno u otro, sino de aprender a navegar la tensión entre ambos.  Este video explora cómo estas dos fuerzas operan en tu mente, en tus hábitos y en tus decisiones diarias. Porque el verdadero crecimiento ocurre cuando usas el caos para descubrir y el orden para construir.  Entender estas dos reglas no es solo filosofía. Es una guía práctica para vivir con más claridad, equilibrio y dirección en un mundo que constantemente empuja hacia uno de los extremos.  #filosofiadevida #conciencia #ordenycaos #pensamientocritico #despiertospodcast"
"2026-01-28","DUEZeKOESU9","https://www.instagram.com/p/DUEZeKOESU9/","3437","26014","194","1","63.0","❌ Monk Mode no es productividad. Es un camino hacia la iluminación. ❌  En este video hablo de Monk Mode no como un reto ni como una técnica para trabajar más, sino como un estilo de vida del ser humano en búsqueda de iluminación. Iluminación no como algo místico o inalcanzable, sino como claridad, presencia y coherencia interna.  Monk Mode es elegir conscientemente el orden sobre el caos, el silencio sobre el ruido y la disciplina sobre el impulso. Es reducir estímulos para poder escucharte. Es dejar de anestesiarte con dopamina barata y empezar a habitar tu vida con intención.  Este estilo de vida no huye del mundo, lo atraviesa con conciencia. No se trata de aislarte, sino de purificar tu atención, tus hábitos y tus decisiones para alinearte con algo más profundo que el ego, la validación o el éxito superficial.  La iluminación no llega por acumular información, llega por simplificar. Por hacer menos, pero mejor. Por sostener prácticas diarias que limpian la mente, fortalecen el carácter y te acercan a tu centro.  Monk Mode es para quien siente que hay algo más, pero sabe que ese “algo” no se encuentra afuera, sino en la forma en la que vive cada día.  #monkmode #espiritualidad #conciencia #filosofiadevida #despiertospodcast"
"2026-01-28","DUCQz-FCOR2","https://www.instagram.com/p/DUCQz-FCOR2/","13031","71721","1406","26","35.7","❌ Ser un Despierto no es estar informado. Es hacerse responsable. ❌  En este video explico qué significa realmente ser un Despierto. No tiene que ver con teorías ocultas, espiritualidad inflada o sentirte por encima de los demás. Ser un Despierto no es una identidad para el ego, es una forma de vivir.  Un Despierto es alguien que deja de culpar al sistema, a su pasado o a otras personas, y empieza a asumir responsabilidad total por su vida. Entiende que la conciencia sin acción es solo entretenimiento mental y que saber cosas no sirve de nada si no cambias tu comportamiento.  Despertar no es escapar del mundo, es verlo con claridad. Es cuestionar narrativas heredadas, reconocer patrones y aun así comprometerte con disciplina, trabajo y orden. La verdadera conciencia no te saca del juego, te obliga a jugarlo mejor.  Este video habla del despertar como práctica diaria: cuidar el cuerpo, entrenar la mente, ordenar hábitos y servir desde un lugar real, no desde la superioridad moral. No se trata de estar “iluminado”, se trata de estar presente y ser coherente.  Ser un Despierto es incómodo. Te quita excusas y victimismo, pero te devuelve algo mucho más valioso: dirección, propósito y una vida vivida con intención.  #despiertospodcast #conciencia #responsabilidad #proposito #filosofiadevida"
"2026-01-26","DT_gxGNAU-d","https://www.instagram.com/p/DT_gxGNAU-d/","3929","30062","269","4","67.5","❌ Monk Mode no es un reto. Es una filosofía de vida. ❌  En este video explico por qué Monk Mode va mucho más allá de un desafío temporal o una moda de productividad. Monk Mode es una filosofía de vida basada en orden, disciplina y enfoque profundo en un mundo diseñado para distraerte.  No se trata de aislarte del mundo ni de huir de la realidad. Se trata de elegir conscientemente en qué gastas tu energía, tu atención y tu tiempo. Monk Mode es aprender a decir no al ruido para poder decir sí a lo que realmente importa.  Vivimos rodeados de dopamina barata: redes sociales, estímulos constantes, validación rápida y placeres que prometen mucho pero dejan poco. Monk Mode propone lo contrario: incomodidad voluntaria, hábitos sólidos y acciones diarias que construyen carácter, claridad mental y propósito.  Esta filosofía no busca perfección, busca coherencia. Coherencia entre lo que dices que quieres y lo que haces todos los días. Porque el verdadero cambio no ocurre en momentos épicos, ocurre en decisiones pequeñas repetidas con intención.  Monk Mode es para quien está cansado del caos, de la dispersión y de vivir reaccionando. Es una invitación a recuperar el control, elevar estándares y construir una vida con dirección, no con impulsos.  #motivacion #crecimientopersonal #espiritualidad #despiertospodcast #monkmode"
"2026-01-25","DT83BlDgUYn","https://www.instagram.com/p/DT83BlDgUYn/","10912","63159","809","12","44.5","❌ Por qué me rapo? ❌  Raparse es un ejercicio de desapego a lo de afuera. Cuando estoy buscando un cambio interno, me olvido de lo de afuera. #motivacion #crecimientopersonal #podcast"
"2026-01-24","DT6Ta1uky4N","https://www.instagram.com/p/DT6Ta1uky4N/","25932","112141","2809","17","42.5","❌ Tener una buena novia es lo mejor. ❌  En este video hablo de una verdad que hoy casi nadie quiere decir en voz alta: tener novia, una buena mujer, puede ser una de las mejores cosas que le pueden pasar a un hombre. No porque te limite, sino porque te ordena.  La narrativa moderna vende que andar con varias chicas es sinónimo de éxito, libertad o masculinidad. Pero en la práctica, esa dispersión casi siempre termina drenando energía, enfoque y propósito. Mucha estimulación, poco crecimiento.  Una buena mujer no te quita libertad. Te da estructura. Te confronta. Te refleja. Te obliga a crecer y a sostener estándares más altos, no solo para ella, sino para ti mismo. Eso es infinitamente más valioso que la validación barata de andar brincando de una persona a otra.  Este video no romantiza la dependencia ni idealiza relaciones mediocres. Habla de elegir bien. Porque cuando eliges a una mujer correcta, no estás perdiendo opciones, estás ganando profundidad, estabilidad emocional y una base sólida para construir algo más grande.  La verdadera masculinidad no está en cuántas conquistas acumulas, sino en tu capacidad de comprometerte, liderar y construir. Y para muchos hombres, una buena mujer no es una distracción del camino, es una aliada en él.  #motivacion #crecimientopersonal #espiritualidad #despiertospodcast #relaciones #masculinidad #pareja #disciplina #proposito #vidaordenada"
"2026-01-23","DT3vP6FArYu","https://www.instagram.com/p/DT3vP6FArYu/","11794","60865","1101","41","68.4","❌ **No fueron “los judíos”. La crucifixión fue un acto romano.** ❌  En este video abordo uno de los mitos históricos más repetidos —y más dañinos— de la tradición cristiana: la idea de que “los judíos mataron a Jesucristo”. Esa narrativa, además de ser incompleta, ha sido usada durante siglos para justificar odio, persecuciones y antisemitismo.  La realidad histórica es más precisa y menos cómoda. En la Judea del siglo I, el único poder con autoridad legal para ejecutar la pena de muerte era el Imperio Romano. La crucifixión no era un castigo judío; era un método romano, reservado para rebeldes políticos y amenazas al orden imperial. Jesús fue ejecutado por Roma porque fue percibido como un riesgo al poder establecido.  Eso no significa que ciertos líderes judíos de la época no hayan tenido influencia en el proceso. La hubo. Pero influencia no es lo mismo que autoridad. El juicio final, la sentencia y la ejecución fueron decisiones romanas, bajo el gobierno de Poncio Pilato. Confundir estos niveles históricos ha generado siglos de culpa colectiva injustificada.  Este video no busca atacar creencias religiosas ni suavizar responsabilidades, sino separar historia de teología y hechos de narrativas heredadas. Entender quién tenía el poder real en ese contexto no debilita la fe; fortalece el pensamiento crítico y evita repetir errores que nacen de simplificaciones peligrosas.  Porque cuando la historia se cuenta mal, el odio encuentra excusas para sobrevivir.  #espiritualidad #despiertospodcast #historia #jesucristo #crucifixion #imperioromano #pensamientocritico #religion #contextohistorico #conciencia"
"2026-01-22","DT1KbvaCJKp","https://www.instagram.com/p/DT1KbvaCJKp/","8761","49801","553","9","66.1","❌ El odio nace cuando dividimos el mundo en “nosotros” y “ellos”. ❌  En este video uso la canción Us and Them de Pink Floyd para explicar uno de los mecanismos mentales más antiguos y peligrosos de la humanidad: la división artificial entre bandos. No es una canción sobre judíos, Israel o política moderna, sino una radiografía de cómo el odio se construye simplificando la realidad.  La lógica es siempre la misma: crear dos grupos morales —los buenos y los malos— y, una vez que alguien entra en la categoría de “ellos”, su contexto, historia e individualidad dejan de importar. Así es como Israel se reduce a “los judíos”, Palestina a “los terroristas” o cualquier grupo humano a un bloque homogéneo sin matices.  El odio necesita narrativas simples. La realidad no. Por eso, la solución práctica no es censurar la crítica ni pedir bondad abstracta, sino aprender a separar niveles: religión no es Estado, pueblo no es gobierno, historia no es política actual y criticar no es deshumanizar.  Cuando esa separación existe, es posible denunciar injusticias sin inventar conspiraciones, criticar con fuerza sin odiar y reconocer sufrimiento sin convertirlo en identidad eterna. La historia demuestra que el odio colectivo nunca se queda en ideas: termina en políticas, luego en violencia y finalmente en tragedias.  La verdadera salida no es tomar partido ciego, sino pensar con contexto, hablar con precisión y negarse a reducir a millones de personas a una sola narrativa. El problema casi nunca es “nosotros” contra “ellos”, sino dejar de ver humanos y solo ver bandos.  #despiertospodcast #pensamientocritico #filosofia #historia #odio #conciencia #pinkfloyd"
"2026-01-20","DTwFV40DBmT","https://www.instagram.com/p/DTwFV40DBmT/","5432","35201","315","32","68.1","❌ Comenta PODCAST para enviarte link del episodio completo ❌  Muchos discursos actuales no son nuevos. Son narrativas medievales recicladas para el siglo XXI.  Desmontar discursos antisemitas no es defender a Israel como Estado, ni justificar sus acciones, ni negar el sufrimiento palestino.  Es algo más básico: no repetir patrones mentales que ya demostraron ser destructivos.  La crítica válida apunta hacia arriba: gobiernos, ejércitos, políticas, alianzas. El odio apunta hacia los lados: pueblos, religiones, identidades.  Y esa diferencia —aunque a veces parezca sutil— es la línea que separa el pensamiento crítico del prejuicio reciclado.  Este es el punto que nos lleva al cierre del episodio: una solución práctica contra el odio. Porque después de miles de años de historia, queda algo claro e incómodo: el odio rara vez nace del análisis. Casi siempre nace de la simplificación, la ira mal digerida y los perdones no concedidos.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia #despiertospodcast #pensamientocritico #historia #antisemitismo #geopolitica #israelpalestina #conciencia #educacion #filosofia"
"2026-01-20","DTtpu1Skdhn","https://www.instagram.com/p/DTtpu1Skdhn/","6224","38049","521","26","57.7","❌ Comenta PODCAST para mandarte el link al episodio completo ❌  Aquí es donde se rompe el primer mito.  Abraham no llega a un desierto vacío esperando dueño. Llega a Canaán: un territorio ya habitado, con ciudades, comercio, dioses, conflictos y jerarquías claras. No era “tierra prometida” en el sentido moderno. Era un cruce de civilizaciones.  Y Abraham no llega como conquistador. No trae ejércitos. No impone banderas. Llega como extranjero. Vive en tiendas, negocia, compra tierra cuando necesita enterrar a los suyos y se mueve con cautela. Confía en una revelación y actúa en consecuencia.  Dios le dice algo brutalmente simple: tú confía, yo me encargo.  Y aquí está lo clave: Abraham nunca vio la promesa cumplida. No vio reinos. No vio estados. No vio ejércitos propios. Solo hizo su parte: confiar. Y murió sin pruebas visibles.  Ahí empieza todo.  El conflicto es profundo: Sara es estéril. En un mundo donde no tener descendencia era desaparecer, la promesa de expansión suena casi como una burla.  Abraham desespera y toma un atajo: Ismael nace de una sirvienta. No es maldito. Pero no es el portador del pacto.  Contra toda lógica, cuando Abraham ronda los 100 años y Sara los 90, nace Isaac. El hijo imposible. El que no debería existir.  Y entonces llega lo más incómodo: Dios pide a Abraham que sacrifique a Isaac. Es absurdo. Es contradictorio. Es brutal.  Abraham obedece, no por locura, sino porque vive en un mundo donde los sacrificios infantiles existían. Y ahí ocurre el giro: Dios lo detiene. “Un cordero será suficiente”.  La historia no va de violencia. Va de límites. De fe. Y de cómo nace una tradición que cambia el sacrificio humano por responsabilidad moral.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia #despiertospodcast #historia #historiabiblica #abraham #fe #pensamientocritico #antiguotestamento #religion #filosofia #conciencia"
"2026-01-18","DTqsVKWgb54","https://www.instagram.com/p/DTqsVKWgb54/","13437","51286","1122","13","111.2","👹 Cómo hacer contenido (blueprint como llados🥰😈) 👹  #content #crecimientopersonal"
"2026-01-18","DTogI1hijEJ","https://www.instagram.com/p/DTogI1hijEJ/","38576","120090","4014","264","57.6","❌ Comenta PODCAST para mandarte el link al episodio entero ❌  Antes de que alguien quiera tumbar el video, cancelarlo o malinterpretarlo, déjame dejar algo claro desde el inicio.  En este episodio de Despiertos Podcast no atacamos a un pueblo, no promovemos odio y no repetimos consignas fáciles.  Aquí hacemos preguntas incómodas. Las que casi nadie se atreve a formular en voz alta.  ¿Por qué los judíos han sido históricamente asociados con poder? ¿Por qué son uno de los pueblos más odiados de la historia? ¿Qué fue el Holocausto y por qué ocurrió realmente? ¿Qué argumentos existen alrededor de sus cifras? ¿Y qué está pasando hoy entre Israel y Palestina?  Vamos a analizar el antisemitismo desde sus raíces: el Antiguo Testamento, el contexto histórico europeo, la política moderna y las narrativas que se repiten sin pensamiento crítico.  No para señalar. Sino para entender.  Porque el odio casi siempre nace de la ignorancia y la historia mal contada.  Este episodio no busca polarizar. Busca elevar el nivel de la conversación y al final proponer una solución práctica para romper ciclos de resentimiento, dogma y violencia.  Si vienes a odiar, este episodio no es para ti. Si vienes a pensar, quédate.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia #despiertospodcast #historia #pensamientocritico #antisemitismo #geopolitica #israelpalestina #historiareal #educacion #conciencia"
"2026-01-17","DTl7KfxgSM6","https://www.instagram.com/p/DTl7KfxgSM6/","5333","27980","315","59","69.1","❌ POR QUÉ TANTO 0D10 A LOS JUD10S? ❌  #historia #podcast #documental #politica #filosofía"
"2026-01-16","DTjYkhpEdFr","https://www.instagram.com/p/DTjYkhpEdFr/","9156","40063","746","14","120.4","❌ Cómo hacer un hábito?  #habito #hábitos #motivacion #crecimientopersonal"
"2026-01-15","DTgxqg5AaYw","https://www.instagram.com/p/DTgxqg5AaYw/","13603","62294","1338","9","57.7","❌ LA HISTORIA DE NAUFRAGIO 100 ❌  Hice un reto extremo a los 18 años que me forzó a construir disciplina real y un físico admirable.  En este video te cuento la historia completa de Naufragio 100, un desafío físico y mental llevado al límite. No fue motivación, fue incomodidad diaria, sacrificio y decisión. Este reto me enseñó que la disciplina no se siente bien, pero transforma. Aquí hablo de lo que implica exigirte cuando nadie te ve, de cómo se forja el carácter desde joven y por qué el camino difícil siempre construye algo distinto en ti.  #crecimientopersonal #conferencias #podcast"
"2026-01-14","DTgg2a2gc5D","https://www.instagram.com/p/DTgg2a2gc5D/","17951","71910","1812","42","158.3","❌ El lugar donde me lo cuestioné todo ❌"
"2026-01-14","DTeNBZ2FRTa","https://www.instagram.com/p/DTeNBZ2FRTa/","4537","27641","682","3","43.0","❌ Si no eres rígido, tu vida se vuelve un cagadero. ❌  El orden no se ejecuta siendo buena onda. Se ejecuta siendo firme. A veces rígido. A veces “mamón”.  Priorizarte va a incomodar a otros. Y está bien. Decirle sí al orden en tu vida es decirte sí a ti.  Liderar no es caer bien. Liderar es sostener estándares aunque te miren raro, aunque te critiquen, aunque te llamen exagerado.  La gente sin estructura te va a decir que te relajes. La gente sin disciplina te va a decir que disfrutes más.  No les hagas caso. Ellos viven en el caos que tú estás evitando.  Sé rígido con tu tiempo. Sé rígido con tus hábitos. Sé rígido con tu visión.  El orden no pide permiso.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia"
"2026-01-13","DTd7276gdOV","https://www.instagram.com/p/DTd7276gdOV/","6011","29842","471","12","112.9","❌ EL SENTIDO DE LA VIDA ❌  A veces nos perdemos en la cotidianidad de Navidad y se nos olvida hacernos la pregunta “qué pedo con esto?” Aunque es muy aterradora y nunca la vamos a encontrar una respuesta si nos ofrece una oportunidad para reflexionar acerca de nuestras acciones.  El sentido de la vida se lo vas a dar tú.  #motivacion #crecimientopersonal #filosofia"
"2026-01-13","DTboQmFDg5P","https://www.instagram.com/p/DTboQmFDg5P/","3910","21719","475","9","54.9","❌ Si no te has roto, no has visto tu potencial. ❌  Para todo caos existe un orden. Pero antes de encontrarlo, tienes que romperte.  Tiene que haber oscuridad para que exista la luz. Eso es real. Lo que no es real es quedarte años en la mierda creyendo que es parte del proceso.  El fondo no es un hogar. Es un punto de partida.  El orden no llega por pensar bonito. Se ejerce con acciones diarias. Con decisiones incómodas. Como dejar el alcohol.  No dejes que nadie te convenza de que envenenarte es “disfrutar la vida”. No es rebeldía. Es anestesia.  Si hoy decides poner orden, no necesitas tocar fondo otra vez.  Empieza hoy. El caos ya cumplió su función.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia"
"2026-01-12","DTbSkHLgcuF","https://www.instagram.com/p/DTbSkHLgcuF/","5979","32872","582","7","5.7","Hey, te amo, despierto. Jesús también. (lo mejor está x venir)   #motivacion #hopecore #fé"
"2026-01-11","DTWepKGiSZV","https://www.instagram.com/p/DTWepKGiSZV/","6191","33558","710","4","40.1","❌ Tu potencial no impresiona a nadie. ❌  A nadie le importa lo que podrías hacer. Solo importa lo que haces.  Tú ya sabes exactamente lo que tienes que hacer. Siempre lo has sabido. Ir al gym. Sentarte a trabajar. Dejar de postergar. Cerrar el hocico y ejecutar.  El problema es que vives más en tu cabeza que en la realidad. En tu mente eres disciplinado, enfocado, imparable. En la vida real… no tanto.  La brecha entre lo que crees que eres y lo que realmente haces es donde muere el potencial.  No eres tan chingón como piensas. Y eso no es un insulto. Es una invitación.  Baja la fantasía. Sube las acciones.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia"
"2026-01-10","DTWF6vzga1q","https://www.instagram.com/p/DTWF6vzga1q/","35831","169495","1283","24","4.9","“Vivimos en una sociedad” como dijo el Joker  #motivacion #crecimientopersonal #meme"
"2026-01-10","DTT52P3DV_H","https://www.instagram.com/p/DTT52P3DV_H/","6142","32667","704","18","59.6","❌ Dios no me despertó para hacer más dinero. ❌  Mi despertar espiritual no fue bonito ni cómodo. Fue claro.  Entendí que mi voz no era para vender más, ni para alimentar el ego, ni para jugar el juego del espectáculo.  Dios me dejó algo claro: usa tu voz para sanar, para hacer el bien, para mover masas hacia algo que valga la pena.  No se trata de likes. Se trata de impacto.  Las conferencias no nacen del éxito, nacen del llamado. De compartir experiencias reales, errores, caídas y verdades incómodas que pueden ayudar a otros a reconectar con su propósito.  Si sientes que hay algo más grande pidiéndote salir, pero no sabes cómo escucharlo, este mensaje es para ti.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia"
"2026-01-09","DTRVEKaCmRM","https://www.instagram.com/p/DTRVEKaCmRM/","6588","35287","701","15","46.3","❌ Me vendieron el sueño… y me lo creí. ❌  Fui el conejillo de indias del negocio del espectáculo. Seguí el guion perfecto: dinero, éxito, estatus, la pareja correcta a la edad correcta, la vida correcta para que otros aplaudieran.  Y aun así… algo no cuadraba.  Me di cuenta de que nada de eso vale la pena perseguir si no está alineado con tu corazón. El dinero sin sentido se vuelve vacío. El éxito sin alma se vuelve una jaula.  La verdadera misión no es “lograrla”. Es construir algo que te haga feliz y que sirva a otros. Un proyecto que sea rentable, sí, pero que también te llene el pecho cuando despiertas.  Este video no es motivación barata. Es una reflexión sobre propósito, vocación y espiritualidad en un mundo obsesionado con apariencias.  Si sientes que estás viviendo una vida que no elegiste del todo, este mensaje es para ti.  #motivacion #crecimientopersonal #negocios #espiritualidad #conferencia"
